,CV_ID,Experience,Language Level - French,Match_ID,Status,4. CV sent to Client,4. Client initial validation date,7. Client final approval date,Gender,MatchStatus
532,1912,,,10385,CV refused,2017-02-16,2017-03-01,,M,0.0
535,1914,,,10426,Candidate refused,2017-02-21,2017-02-21,2017-02-23,F,0.0
536,1915,,,10386,Candidate refused,2017-02-16,2017-02-16,2017-02-22,M,0.0
537,1917,,,10443,Candidate dropped out,2017-02-21,2017-02-21,2018-04-03,F,0.0
538,1922,,,10387,CV refused,2017-02-16,2017-02-16,,M,0.0
539,1926,,,10487,Candidate refused,2017-03-02,2017-03-02,2017-03-02,F,0.0
543,1932,,,10441,CV refused,2017-02-23,2017-02-23,,F,0.0
544,1933,,,10424,CV refused,2017-02-27,2017-02-27,,M,0.0
545,1935,,,10406,CV refused,2017-02-15,2017-02-15,,F,0.0
546,1935,,,10407,Dropped out,2017-02-14,2018-04-03,,F,0.0
547,1936,,,10408,Rejected,,,2018-03-30,M,0.0
548,1936,,,10409,Rejected,,,,M,0.0
549,1938,,,10402,Rejected,,,,F,0.0
550,1938,,,10403,Rejected,,,,F,0.0
551,1940,,,10417,Candidate refused,2017-02-16,2017-02-21,2017-02-27,M,0.0
552,1940,,,10519,CV refused,2017-03-09,2017-03-10,,M,0.0
553,1940,,,10520,CV refused,2017-03-09,2017-03-10,,M,0.0
554,1942,,,10414,Candidate refused,2017-02-23,2017-02-23,2017-03-08,M,0.0
560,1952,,,10394,CV refused,2017-02-14,2017-02-15,,F,0.0
561,1952,,,10395,Rejected,,,,F,0.0
562,1952,,,10747,CV refused,2017-05-05,2017-05-05,,F,0.0
563,1953,,,10388,Rejected,,,,F,0.0
564,1954,,,10391,Rejected,,,,F,0.0
565,1955,,,10412,Rejected,,,,F,0.0
566,1957,,,10425,Rejected,,,,M,0.0
567,1958,,,10341,Candidate refused,2017-02-16,2017-02-21,2017-03-02,F,0.0
568,1958,,,10491,CV refused,2017-02-23,2017-02-23,,F,0.0
569,1962,,,10448,CV refused,2017-02-24,2017-02-24,,F,0.0
570,1962,,,10493,CV refused,2017-02-24,2017-02-24,,F,0.0
571,1973,,,10423,CV refused,2017-02-21,2017-02-21,,F,0.0
572,1975,,,10461,CV refused,2017-02-28,2017-02-28,,F,0.0
573,1975,,,10693,CV refused,2017-04-20,2017-04-20,,F,0.0
574,1975,,,10694,CV refused,2017-04-20,2017-04-20,,F,0.0
575,1975,,,10704,Rejected,,,,F,0.0
576,1976,,,10428,Candidate refused,2017-02-21,2017-02-21,2017-02-22,M,0.0
580,1986,,,10422,Rejected,,,2018-03-30,F,0.0
583,1992,,,10450,Rejected,,,2018-03-30,M,0.0
584,1993,,,10451,CV refused,2017-03-14,2017-03-14,,F,0.0
585,1993,,,10456,CV refused,2017-03-07,2017-03-08,,F,0.0
586,1993,,,10476,CV refused,2017-03-07,2017-03-08,,F,0.0
587,1993,,,10482,Candidate refused,2017-03-01,2017-03-03,2017-03-16,F,0.0
588,1993,,,10877,Rejected,,2018-03-30,2018-03-30,F,0.0
589,1993,,,10897,Dropped out,2017-06-03,2017-06-05,,F,0.0
596,2006,,,10420,Rejected,,,,M,0.0
597,2007,,,11292,Rejected,,2018-03-30,2018-03-30,M,0.0
598,2007,,,11464,Candidate dropped out,2017-11-20,2017-11-20,2018-04-03,M,0.0
599,2008,,,10419,Rejected,,,,M,0.0
600,2010,,,10778,Candidate refused,2017-05-09,2017-05-11,2017-05-18,F,0.0
601,2010,,,10987,CV refused,2017-06-20,2017-06-20,,F,0.0
602,2010,,,11375,Candidate refused,2017-10-25,2017-10-25,2017-10-26,F,0.0
603,2011,,,10432,CV refused,2017-02-20,2017-02-21,,M,0.0
604,2011,,,10438,Rejected,,,,M,0.0
605,2011,,,10452,Candidate refused,2017-03-03,2017-03-03,2017-03-21,M,0.0
606,2011,,,10556,CV refused,2017-03-16,2017-03-16,,M,0.0
607,2011,,,10923,Rejected,,,,M,0.0
608,2011,,,11004,CV refused,2017-06-27,2017-06-27,,M,0.0
609,2014,,,10465,Dropped out,2017-02-20,2018-04-06,,F,0.0
610,2014,,,11012,Dropped out,2017-06-27,2018-04-06,,F,0.0
611,2014,,,11031,Candidate dropped out,2017-07-03,2017-07-03,2018-04-03,F,0.0
612,2018,,,10463,CV refused,2017-02-28,2017-02-28,,M,0.0
613,2018,,,10464,Rejected,,,,M,0.0
614,2018,,,10995,Candidate dropped out,2017-07-04,2017-07-04,2018-04-09,M,0.0
615,2018,,,11010,CV refused,2017-06-27,2017-06-27,,M,0.0
616,2021,,,10460,CV refused,2017-02-28,2017-02-28,,F,0.0
617,2021,,,11063,Candidate refused,2017-07-20,2017-07-22,2018-04-03,F,0.0
618,2021,,,11075,Approved,,,,F,0.0
619,2022,,,10439,CV refused,2017-02-23,2017-02-23,,M,0.0
620,2022,,,10492,CV refused,2017-02-24,2017-02-24,,M,0.0
621,2027,,,10457,Rejected,,,,M,0.0
622,2027,,,10477,Rejected,,,,M,0.0
623,2027,,,10481,CV refused,2017-03-01,2017-03-03,,M,0.0
624,2027,,,10876,Rejected,,2018-03-30,2018-03-30,M,0.0
626,2031,,,10449,Candidate refused,2017-03-03,2017-03-03,2017-03-21,M,0.0
627,2035,,,10499,Candidate refused,2017-03-08,2017-03-08,2017-03-20,F,0.0
631,2042,,,10470,CV refused,2017-02-28,2017-02-28,,F,0.0
632,2044,,,10502,CV refused,2017-03-07,2017-03-07,,F,0.0
636,2050,,,10558,Rejected,,,,M,0.0
637,2055,,,10455,CV refused,2017-04-05,2017-04-10,,F,0.0
638,2055,,,10672,CV refused,2017-04-11,2017-06-02,,F,0.0
639,2055,,,10802,Rejected,,,,F,0.0
640,2057,,,10454,Candidate refused,2017-03-03,2017-03-03,2017-03-21,F,0.0
641,2057,,,10479,Candidate refused,2017-03-01,2017-03-03,2017-03-16,F,0.0
642,2057,,,10600,CV refused,2017-03-20,2017-03-31,,F,0.0
643,2057,,,10880,Rejected,,2018-03-30,2018-03-30,F,0.0
644,2057,,,10895,Candidate refused,2017-06-01,2017-06-04,2017-06-06,F,0.0
645,2058,,,10458,Rejected,,,2018-03-30,M,0.0
646,2059,,,10453,Candidate refused,2017-03-03,2017-03-03,2017-03-21,F,0.0
647,2062,,,10557,CV refused,2017-03-14,2017-03-14,,M,0.0
649,2068,,,10496,Candidate refused,2017-03-07,2017-03-07,2017-03-21,F,0.0
650,2069,,,10469,CV refused,2017-02-28,2017-02-28,,F,0.0
651,2069,,,10473,CV refused,2017-02-28,2017-03-03,,F,0.0
652,2069,,,10480,Candidate refused,2017-03-01,2017-03-03,2017-03-16,F,0.0
653,2069,,,10601,CV refused,2017-03-20,2017-03-31,,F,0.0
657,2071,,,10497,Candidate refused,2017-03-07,2017-03-07,2017-03-21,F,0.0
658,2074,,,10500,CV refused,2017-03-07,2017-03-07,,F,0.0
659,2079,,,10504,CV refused,2017-03-15,2017-03-17,,F,0.0
660,2082,,,10515,Rejected,,,,M,0.0
662,2086,,,10498,Candidate refused,2017-03-07,2017-03-07,2017-03-21,F,0.0
663,2087,,,10495,CV refused,2017-03-10,2017-03-10,,M,0.0
664,2087,,,10655,Rejected,,,,M,0.0
665,2087,,,10656,Rejected,,,2018-03-30,M,0.0
666,2088,,,10505,Rejected,,,,F,0.0
667,2088,,,10507,Candidate dropped out,2017-03-08,2017-03-08,2018-04-03,F,0.0
668,2089,,,10510,CV refused,2017-03-08,2017-03-10,,F,0.0
669,2089,,,10511,CV refused,2017-03-08,2017-03-16,,F,0.0
670,2090,,,10513,Candidate dropped out,2017-03-06,2017-03-07,2018-03-30,M,0.0
677,2096,,,10538,CV refused,2017-03-14,2017-03-14,,F,0.0
680,2098,,,10535,CV refused,2017-03-14,2017-03-14,,F,0.0
685,2100,,,10533,CV refused,2017-03-14,2017-03-14,,M,0.0
686,2101,,,10532,CV refused,2017-03-14,2017-03-15,,M,0.0
687,2101,,,10543,CV refused,2017-03-14,2017-03-14,,M,0.0
688,2101,,,10677,CV refused,2017-04-11,2017-04-11,,M,0.0
692,2103,,,10530,Rejected,,,,M,0.0
693,2103,,,10619,Candidate refused,2017-03-28,2017-04-10,2017-04-25,M,0.0
694,2104,,,10529,CV refused,2017-03-14,2017-03-14,,F,0.0
695,2104,,,10561,CV refused,2017-03-14,2017-03-14,,F,0.0
696,2104,,,10793,Rejected,,,2018-03-30,F,0.0
700,2106,,,10527,CV refused,2017-03-14,2017-03-14,,M,0.0
701,2107,,,10541,Rejected,,,,F,0.0
702,2107,,,10882,Candidate dropped out,2017-05-30,2017-05-30,2018-04-06,F,0.0
709,2109,,,10544,Candidate refused,2017-03-14,2017-03-15,2017-03-21,M,0.0
710,2112,,,10547,Dropped out,2017-03-16,2018-04-03,,M,0.0
711,2113,,,10552,Rejected,,,,F,0.0
712,2114,,,10606,Rejected,,,,F,0.0
714,2116,,,10602,Candidate dropped out,2017-06-05,2017-06-06,2018-04-03,F,0.0
715,2116,,,11201,Rejected,,,,F,0.0
716,2116,,,11279,Candidate refused,2017-09-19,2017-09-27,2018-04-03,F,0.0
718,2118,,,10553,Rejected,,,,F,0.0
719,2147,,,10447,CV refused,2017-02-24,2017-02-24,,M,0.0
720,2147,,,10598,Candidate refused,2017-04-27,2017-04-27,2017-05-03,M,0.0
721,2165,,,10588,Rejected,,,,M,0.0
722,2180,,,10603,Candidate refused,2017-03-23,2017-03-24,2017-04-04,M,0.0
723,2197,,,10587,Rejected,,,,M,0.0
724,2212,,,10604,Candidate refused,2017-03-23,2017-03-23,2017-04-01,F,0.0
725,2212,,,10665,Dropped out,2017-04-05,2018-04-03,,F,0.0
726,2212,,,11713,CV refused,2018-01-30,,,F,0.0
727,2213,,,10605,Candidate refused,2017-03-20,2017-03-20,2017-05-04,M,0.0
728,2237,,,10632,Rejected,,,,F,0.0
729,2245,,,10608,CV refused,2017-04-06,2017-04-07,,M,0.0
731,2268,,,10634,CV refused,2017-04-06,2017-04-07,,M,0.0
732,2269,,,10631,Rejected,,,,M,0.0
733,2279,,,10628,Rejected,,,,F,0.0
734,2280,,,10803,CV refused,2017-05-16,2017-06-06,,F,0.0
735,2280,,,10816,Rejected,,,,F,0.0
736,2280,,,11195,CV refused,2017-08-16,2017-08-20,,F,0.0
741,2283,,,10652,Candidate refused,2017-04-03,2017-04-04,2017-04-20,F,0.0
742,2284,,,10583,Candidate refused,2017-03-21,2017-03-22,2017-04-19,M,0.0
743,2284,,,10590,Rejected,,,,M,0.0
744,2292,,,10278,Candidate refused,2017-04-25,2017-04-25,2017-05-18,F,0.0
745,2298,,,10581,CV refused,2017-04-04,2017-04-06,,M,0.0
746,2298,,,10582,CV refused,2017-03-21,2017-03-21,,M,0.0
747,2298,,,10648,Candidate refused,2017-04-04,2017-04-06,2017-04-20,M,0.0
748,2298,,,10653,CV refused,2017-04-07,2017-04-10,,M,0.0
749,2298,,,10654,Rejected,,,,M,0.0
757,2312,,,10629,Candidate dropped out,2017-03-28,2017-03-28,2018-04-03,M,0.0
758,2312,,,10630,Rejected,,,,M,0.0
759,2312,,,10643,Rejected,,,,M,0.0
760,2312,,,10692,CV refused,2017-04-18,2017-04-18,,M,0.0
767,2356,,,10570,Candidate dropped out,2017-03-17,2017-03-17,2018-03-30,M,0.0
774,2361,,,10577,Rejected,,,,M,0.0
775,2361,,,10578,Rejected,,,,M,0.0
776,2362,,,10579,Rejected,,,,M,0.0
777,2362,,,10580,Rejected,,,,M,0.0
778,2363,,,10584,Candidate dropped out,2017-03-21,2017-03-21,2018-04-06,F,0.0
779,2363,,,10613,CV refused,2017-03-21,2017-03-31,,F,0.0
780,2364,,,10609,CV refused,2017-04-06,2017-04-07,,F,0.0
781,2365,,,10589,Rejected,,,2017-04-27,M,0.0
782,2365,,,10691,CV refused,2017-04-20,2017-04-20,,M,0.0
783,2365,,,10697,CV refused,2017-04-18,2017-04-27,,M,0.0
784,2365,,,10698,CV refused,2017-04-18,2017-04-27,,M,0.0
785,2365,,,10842,Rejected,,,,M,0.0
786,2365,,,11766,Approved,,,,M,0.0
787,2367,,,10591,Rejected,,,,M,0.0
788,2367,,,10881,Candidate dropped out,2017-05-30,2017-05-30,2018-04-06,M,0.0
789,2368,,,10592,CV refused,2017-04-05,2017-04-21,,F,0.0
790,2371,,,10595,Rejected,,,,F,0.0
791,2372,,,10596,Rejected,,,,M,0.0
792,2373,,,10597,Rejected,,,,F,0.0
793,2374,,,10277,CV refused,2017-04-25,2017-04-25,,F,0.0
794,2374,,,10611,Rejected,,,,F,0.0
795,2376,,,10610,Candidate refused,2017-03-21,2017-03-21,2017-03-21,M,0.0
796,2392,,,10642,Rejected,,,,M,0.0
797,2394,,,10641,Rejected,,,,M,0.0
801,2410,,,10651,Rejected,,,2017-04-27,F,0.0
802,2410,,,10670,Candidate refused,2017-04-11,2017-04-12,2017-04-22,F,0.0
803,2410,,,11443,Rejected,,2018-03-30,2018-03-30,F,0.0
804,2413,,,10614,Candidate refused,2017-03-28,2017-03-28,2017-04-27,F,0.0
805,2413,,,10841,CV refused,2017-05-23,2017-05-29,,F,0.0
806,2417,,,10624,Rejected,,,,M,0.0
809,2475,,,10617,CV refused,2017-03-28,2017-03-28,,M,0.0
810,2478,,,10626,Rejected,,,,F,0.0
811,2478,,,11370,Candidate dropped out,2017-10-17,2017-10-17,2018-04-03,F,0.0
812,2478,,,11382,Rejected,,,,F,0.0
813,2500,,,10636,CV refused,2017-03-27,2017-03-27,,M,0.0
815,2502,,,10638,Candidate refused,2017-04-06,2017-04-06,2017-05-19,F,0.0
816,2504,,,10622,Candidate refused,2017-03-28,2017-03-28,2017-04-07,F,0.0
817,2504,,,11158,Dropped out,2017-08-08,2018-04-06,,F,0.0
820,2510,,,10737,CV refused,2017-04-26,2017-05-10,,F,0.0
821,2517,,,10640,Candidate refused,2017-03-28,2017-03-28,2017-03-30,F,0.0
822,2517,,,11068,Rejected,,,,F,0.0
823,2517,,,11130,Dropped out,2017-07-25,2018-04-03,,F,0.0
830,2574,,,10857,Candidate dropped out,2017-05-31,2017-06-13,2018-04-03,F,0.0
831,2582,,,10645,Rejected,,,,M,0.0
832,2583,,,10644,CV refused,2017-04-05,2017-04-18,,F,0.0
833,2583,,,10662,Candidate dropped out,2017-04-05,2017-04-05,2018-04-03,F,0.0
834,2583,,,10753,Rejected,,,,F,0.0
835,2583,,,10833,Rejected,,,,F,0.0
836,2606,,,10658,CV refused,2017-04-06,2017-04-07,,F,0.0
837,2607,,,10657,Rejected,,,2018-03-30,F,0.0
838,2638,,,10981,Rejected,,,,M,0.0
839,2638,,,11738,Candidate dropped out,2017-04-12,2017-04-19,2017-05-29,M,0.0
840,2716,,,12346,CV refused,2018-02-27,2018-03-23,,F,0.0
841,2749,,,10663,Candidate refused,2017-04-05,2017-04-06,2017-04-12,F,0.0
842,2777,,,10593,CV refused,2017-04-06,2017-04-06,,M,0.0
847,2985,,,10878,Rejected,,2018-03-30,2018-03-30,M,0.0
848,2991,,,11283,Dropped out,2017-09-19,2018-04-06,,F,0.0
849,2991,,,11478,Approved,,,,F,0.0
850,3040,,,11104,Rejected,,,,M,0.0
854,3092,,,10646,CV refused,2017-04-11,2017-04-11,,M,0.0
855,3092,,,10647,CV refused,2017-04-04,2017-04-11,,M,0.0
856,3092,,,10649,CV refused,2017-04-05,2017-04-06,,M,0.0
857,3092,,,10983,Candidate dropped out,2017-06-20,2017-06-20,2018-04-06,M,0.0
858,3092,,,10984,Approved,,,,M,0.0
859,3093,,,10650,Rejected,,,,F,0.0
863,3273,,,10687,Candidate dropped out,2017-04-18,2017-04-18,2018-04-03,F,0.0
864,3273,,,10725,CV refused,2017-04-19,2017-04-19,,F,0.0
866,3440,,,10721,Rejected,,,2017-04-20,M,0.0
867,3441,,,10708,Candidate refused,2017-04-18,2017-04-28,2017-06-02,F,0.0
868,3441,,,10709,Dropped out,2017-04-18,2018-04-03,,F,0.0
869,3441,,,10712,CV refused,2017-04-18,2017-04-28,,F,0.0
870,3441,,,10807,CV refused,2017-05-16,2017-05-16,,F,0.0
872,3457,,,10666,CV refused,2017-04-07,2017-04-10,,M,0.0
873,3457,,,10680,Rejected,,,,M,0.0
874,3458,,,10667,CV refused,2017-04-07,2017-04-10,,F,0.0
875,3458,,,10679,Dropped out,2017-04-17,2017-04-20,,F,0.0
876,3458,,,10681,Dropped out,2017-04-11,2018-04-06,,F,0.0
877,3470,,,10361,CV refused,2017-04-25,2017-04-25,,F,0.0
878,349,[8+],,11784,Rejected,,2018-03-30,2018-03-30,F,0.0
879,349,[8+],,11788,CV refused,2018-02-13,2018-02-21,,F,0.0
880,349,[8+],,11789,CV refused,2018-02-13,2018-03-23,,F,0.0
881,349,[8+],,510,Matched,,,,F,0.0
883,350,[8+],,511,Matched,,,,M,0.0
884,351,[8+],,512,Matched,,,,F,0.0
885,352,[2-4],B2,11422,Rejected,,,,M,0.0
886,352,[2-4],B2,11442,CV refused,2017-10-31,2017-11-14,,M,0.0
887,352,[2-4],B2,11513,Dropped out,,2018-04-12,,M,0.0
888,352,[2-4],B2,11570,CV refused,2017-12-12,2017-12-13,,M,0.0
889,352,[2-4],B2,11752,Candidate refused,2018-02-06,2018-02-09,2018-03-16,M,0.0
890,352,[2-4],B2,513,Matched,,,,M,0.0
891,3528,,,10970,CV refused,2017-06-23,2017-06-26,,M,0.0
892,3528,,,11067,CV refused,2017-07-18,2017-08-02,2017-07-25,M,0.0
893,353,[8+],A2,11717,CV refused,2018-01-30,2018-01-31,,M,0.0
894,353,[8+],A2,514,Matched,,,,M,0.0
895,3538,,,10820,Rejected,,2018-03-30,2018-03-30,F,0.0
896,354,[2-4],,515,Candidate refused,2018-03-15,2018-03-15,2018-03-15,F,0.0
897,355,[8+],,10917,Dropped out,2017-06-05,2018-04-03,,F,0.0
898,355,[8+],,516,Matched,,,,F,0.0
899,3552,,,10668,CV refused,2017-04-11,2017-04-11,2017-05-03,F,0.0
900,3552,,,11654,Dropped out,2018-01-09,2018-04-06,2018-03-27,F,0.0
901,356,[5-8],A2,10963,Rejected,,2018-03-30,2018-03-30,F,0.0
902,356,[5-8],A2,11252,Rejected,2018-03-27,2018-03-27,2017-09-18,F,0.0
903,356,[5-8],A2,11268,Candidate dropped out,2017-09-25,2017-09-25,2018-04-03,F,0.0
904,356,[5-8],A2,517,Matched,,,,F,0.0
905,357,[8+],,518,Matched,,,,M,0.0
906,358,[8+],,519,Matched,,,,M,0.0
909,3590,,,10710,Dropped out,2017-04-19,2017-04-21,,F,0.0
910,3590,,,10711,CV dropped out,,,,F,0.0
911,3590,,,10713,Dropped out,2017-04-18,2018-04-06,,F,0.0
912,3590,,,11758,Approved,,,,F,0.0
916,3597,,,10280,Dropped out,2017-04-25,2018-04-03,,F,0.0
917,360,[5-8],,521,Matched,,,,F,0.0
918,3602,,,11100,CV refused,2017-07-25,2017-08-01,,F,0.0
919,361,[2-4],,522,Matched,,,,F,0.0
922,362,[0-1],,520,Matched,,,,F,0.0
923,362,[0-1],,523,Matched,2018-02-26,2018-02-26,2018-02-26,F,0.0
924,363,,,12857,Candidate refused,2018-03-29,2018-03-29,2018-04-04,M,0.0
925,363,,,492,CV dropped out,2018-02-26,2018-02-26,,M,0.0
926,3630,,,10707,Dropped out,2017-04-19,,,M,0.0
927,3630,,,10780,Candidate dropped out,2017-05-09,2017-05-11,2018-04-03,M,0.0
930,3638,,,10727,Candidate refused,2017-04-25,2017-04-25,2017-05-18,F,0.0
931,364,,,493,CV dropped out,,,,M,0.0
932,365,,,10924,Dropped out,2017-06-15,2018-04-03,,M,0.0
933,365,,,11178,CV refused,2017-08-15,2017-08-15,,M,0.0
934,365,,,11759,Approved,,,,M,0.0
935,365,,,494,CV dropped out,,,,M,0.0
936,3654,,,11044,CV refused,2017-07-04,2017-07-11,,M,0.0
937,3659,,,10275,CV refused,2017-04-25,2017-04-27,,M,0.0
938,3659,,,10730,CV refused,2017-04-25,2017-04-26,,M,0.0
939,366,,,11760,Approved,,,,M,0.0
940,366,,,495,CV dropped out,,,,M,0.0
941,366,,,536,CV dropped out,,,,M,0.0
945,367,,,11377,Candidate refused,2017-10-25,2017-10-25,2017-10-25,M,0.0
946,367,,,11388,Rejected,,2018-03-30,2018-03-30,M,0.0
947,367,,,11763,Approved,,,,M,0.0
948,367,,,12856,CV refused,2018-03-29,2018-03-29,,M,0.0
949,367,,,13149,Rejected,,,,M,0.0
950,367,,,496,Matched,,,,M,0.0
951,3671,,,10695,CV refused,2017-04-18,2017-04-18,,F,0.0
952,3671,,,10699,CV refused,2017-04-18,2017-05-05,,F,0.0
953,3671,,,10980,CV refused,2017-06-19,2017-06-19,,F,0.0
954,368,,,497,Matched,,,,F,0.0
955,3681,,,10743,CV refused,2017-05-05,2017-05-16,,F,0.0
956,3689,,,10801,Rejected,,,,M,0.0
958,370,,,499,CV dropped out,,,,M,0.0
962,371,,,11662,CV dropped out,,,,M,0.0
963,371,,,11683,CV refused,2018-01-16,2018-01-23,,M,0.0
964,371,,,11772,Approved,,,,M,0.0
965,371,,,500,Matched,,,,M,0.0
966,372,,,12074,Matched,,,,M,0.0
967,372,,,501,Matched,,,,M,0.0
968,3721,,,10756,Candidate refused,2017-05-03,2017-05-03,2017-05-03,M,0.0
969,3721,,,10832,Candidate dropped out,2017-05-30,2017-05-30,2018-04-03,M,0.0
970,373,,,11332,CV refused,,2017-10-10,,M,0.0
971,373,,,502,Matched,,,,M,0.0
973,3738,,,10734,CV refused,2017-04-25,2017-04-25,,M,0.0
974,3738,,,10739,Candidate refused,2017-04-18,2017-04-18,2017-04-25,M,0.0
975,3739,,,10733,CV refused,2017-04-25,2017-04-25,,M,0.0
976,3739,,,10740,Candidate refused,2017-04-18,2017-04-18,2017-04-25,M,0.0
977,3739,,,12789,CV refused,2018-03-29,2018-03-29,,M,0.0
978,3739,,,12790,Candidate refused,2018-03-29,2018-03-29,2018-03-29,M,0.0
985,375,,,11434,CV refused,2017-10-31,2017-11-10,,F,0.0
986,375,,,504,CV dropped out,,,,F,0.0
995,3764,,,10773,Candidate refused,2017-05-09,2017-05-09,2017-05-09,F,0.0
996,3766,,,10751,Rejected,,,,M,0.0
997,377,,,506,CV dropped out,,,,F,0.0
998,3778,,,10757,Rejected,,,,F,0.0
999,3778,,,10851,Rejected,,,,F,0.0
1000,3778,,,12791,Rejected,2017-05-03,2017-05-15,,F,0.0
1001,3778,,,12792,Rejected,,,,F,0.0
1002,378,[8+],Native,11773,Approved,,,,F,0.0
1003,378,[8+],Native,507,Dropped out,2018-03-02,2018-03-02,,F,0.0
1004,379,,,508,CV dropped out,,,,M,0.0
1005,3797,,,10754,Rejected,,,,F,0.0
1006,3797,,,10758,Dropped out,2017-05-03,2018-04-03,,F,0.0
1007,380,,,11239,CV refused,2017-09-05,2017-09-05,,M,0.0
1008,380,,,11247,Rejected,,,,M,0.0
1009,380,,,509,CV dropped out,,,,M,0.0
1010,3820,,,10735,CV refused,2017-04-25,2017-04-25,,M,0.0
1011,3824,,,10472,Dropped out,2017-04-26,2017-04-28,,F,0.0
1012,3824,,,10726,Rejected,,,,F,0.0
1013,3825,,,10761,CV refused,2017-05-04,2017-05-04,,F,0.0
1014,3825,,,10954,Candidate dropped out,2017-06-13,2017-06-14,2018-04-06,F,0.0
1015,3825,,,10976,Rejected,,2018-03-30,2018-03-30,F,0.0
1016,3826,,,10279,CV refused,2017-04-27,2017-04-27,,M,0.0
1017,3827,,,11042,CV refused,2017-07-04,2017-07-05,,M,0.0
1018,3828,,,10503,CV refused,2017-04-27,2017-04-28,,M,0.0
1019,3828,,,10769,CV refused,2017-05-04,2017-05-12,,M,0.0
1022,3847,,,10468,Rejected,,,,M,0.0
1023,3847,,,10764,Candidate dropped out,2017-05-04,2017-05-12,2018-04-06,M,0.0
1024,3847,,,10911,Candidate dropped out,2017-06-06,2017-06-13,2018-04-06,M,0.0
1025,3847,,,11302,CV refused,2017-09-27,2018-04-03,,M,0.0
1026,3847,,,13153,CV approved,2018-04-17,2018-04-26,,M,0.0
1027,3849,,,10744,CV refused,2017-05-05,2017-05-11,,M,0.0
1028,3857,,,10835,Dropped out,2017-05-22,2018-04-03,,M,0.0
1029,3873,,,10738,Candidate dropped out,2017-04-26,2017-04-28,2018-04-03,M,0.0
1030,3876,,,10796,Rejected,,2018-03-30,2018-03-30,M,0.0
1031,3887,,,10741,CV refused,2017-04-27,2017-04-27,,F,0.0
1032,3887,,,10768,CV refused,2017-05-04,2017-05-12,,F,0.0
1034,3908,,,10846,Rejected,,2018-03-30,2018-03-30,F,0.0
1041,391,[8+],B2,11950,Matched,,,,F,0.0
1043,3911,,,10760,CV refused,2017-05-04,2017-05-04,,F,0.0
1044,3911,,,10765,Rejected,,,2018-03-30,F,0.0
1045,3912,,,10750,CV refused,2017-05-05,2017-05-05,,M,0.0
1046,3912,,,10766,Rejected,,,,M,0.0
1047,3913,,,10767,Rejected,,,2018-03-30,F,0.0
1048,3918,,,10771,CV refused,2017-05-04,2017-05-04,,F,0.0
1049,3918,,,11761,Approved,,,,F,0.0
1050,392,,,12800,CV refused,2018-03-29,2018-04-03,,F,0.0
1051,393,,,12031,Matched,,,,F,0.0
1052,3950,,,10829,Candidate dropped out,2017-05-15,2017-05-15,2018-04-03,F,0.0
1053,3950,,,10899,Dropped out,2017-05-29,,,F,0.0
1054,3950,,,11025,Approved,,,,F,0.0
1055,3951,,,10828,CV refused,2017-05-15,2017-05-15,,M,0.0
1056,3951,,,10888,CV refused,2017-05-27,2017-05-27,,M,0.0
1057,3952,,,10772,Dropped out,2017-05-10,2018-04-03,,F,0.0
1058,3953,,,10799,Rejected,,,,F,0.0
1059,3954,,,10798,CV refused,2017-05-10,2017-05-19,,M,0.0
1060,3958,,,10770,CV refused,2017-05-04,2017-05-08,,M,0.0
1061,3959,,,10752,Rejected,,,,M,0.0
1062,3959,,,10759,Rejected,,,,M,0.0
1063,3959,,,11159,Dropped out,2017-08-08,2018-04-06,,M,0.0
1064,397,,,11568,Rejected,,2018-03-30,2018-03-30,F,0.0
1065,3978,,,10921,CV dropped out,,,,F,0.0
1066,3978,,,10928,CV dropped out,2018-03-29,2018-03-30,2018-03-30,F,0.0
1067,3978,,,11318,CV refused,2017-09-26,2017-09-27,,F,0.0
1068,3978,,,11424,Dropped out,2017-10-30,2018-04-03,,F,0.0
1069,3978,,,11767,Approved,,,,F,0.0
1070,398,,,11538,Rejected,,2018-03-30,2018-03-30,M,0.0
1071,398,,,11821,Rejected,,2018-03-30,2018-03-30,M,0.0
1072,398,,,11948,Matched,,,,M,0.0
1073,3982,,,10784,CV refused,2017-05-09,2017-05-09,,M,0.0
1074,3985,,,11284,Dropped out,2017-09-19,2018-04-06,,M,0.0
1075,3985,,,11477,Approved,,,,M,0.0
1078,400,,C1,11618,Rejected,,2018-03-30,2018-03-30,F,0.0
1079,400,,C1,11954,Matched,,,,F,0.0
1080,4015,,,10839,Rejected,,,,F,0.0
1085,4029,,,10827,Rejected,,,,F,0.0
1086,4029,,,10850,Rejected,,,,F,0.0
1087,4030,,,10792,CV refused,2017-05-09,2017-05-09,,F,0.0
1088,4030,,,11128,Dropped out,2017-07-25,2018-04-06,,F,0.0
1090,4032,,,10800,Dropped out,2017-05-16,2018-04-03,,M,0.0
1091,4040,,,10776,Candidate dropped out,2017-06-07,2017-06-07,,F,0.0
1092,4040,,,10864,Rejected,,,,F,0.0
1093,4040,,,11035,Candidate dropped out,2017-07-04,2017-07-04,2018-04-03,F,0.0
1094,4040,,,11280,CV refused,2017-09-19,2017-09-28,,F,0.0
1095,4040,,,11691,CV refused,2018-01-22,2018-01-22,,F,0.0
1097,407,,,11956,Dropped out,2018-03-05,2018-03-05,,M,0.0
1098,4083,,,10786,Candidate refused,2017-05-09,2017-05-09,2017-05-17,M,0.0
